,0,1
0,-4.69964215581778,4.565804177380975
1,0.7993195308555008,0.6125856024388966
2,-3.6420454852871256,2.3739240386224307
3,-3.5113881544646643,-1.2980943976450559
4,-1.016267617216265,-1.113490604357936
5,-1.0347010630266633,-2.7490251300799784
6,-3.8977865900805777,1.8738468262524877
7,-6.373598352424707,-2.2801785008811204
8,-6.359000419665082,-2.328405052656809
9,-4.676835687227573,4.519912349458454
10,0.7651619371247848,0.5946267736094414
11,-3.6384251983534974,2.3568741584853057
12,-3.52187855786664,-1.3012295019311266
13,-1.0400302146054419,-1.0992370311280075
14,-1.0558930471844856,-2.717358516323396
15,-3.877813272887318,1.857172952742022
16,-6.31901569117909,-2.3491160912659383
17,-6.351613835708035,-2.2424032051952767
18,-4.654377279478539,4.4744094531314955
19,0.7310219965095044,0.5770674102420952
20,-3.6348134593909336,2.339882449358663
21,-3.529127521052848,-1.3029088310645087
22,-1.0635408732892948,-1.085246682597966
23,-1.0768466316640686,-2.686126289139514
24,-3.858154214565547,1.8405634385835485
25,-6.377276001577947,-2.197267630884249
26,-6.3432587773321805,-2.3078858512951683
27,-4.632285553369425,4.429351343393611
28,0.697255920508339,0.5595443902984871
29,-3.6311991185135417,2.322936542852998
30,-3.536367571373074,-1.3045683057203876
31,-1.0867922406124635,-1.0714977227197209
32,-1.0975598716416572,-2.655307191571037
33,-3.838866754942504,1.824119964989213
34,-6.3403504673624305,-2.3429929428538605
35,-6.38363276814232,-2.2031299348336275
36,-4.610501619467922,4.384659997415008
37,0.6635085940752381,0.5424734094907099
38,-3.6275889696266885,2.3060649670311277
39,-3.547943265453271,-1.3077392226048818
40,-1.1097865603044852,-1.0579947786623072
41,-1.1180348395682178,-2.624904264623838
42,-3.819819167643325,1.8076675126613504
43,-6.340119198874275,-2.369036285013964
44,-6.3620088094936955,-2.298735012901082
45,-4.588953278861644,4.340198829312568
46,0.6300783547337236,0.5253989515966291
47,-3.62399035575243,2.2892312128911763
48,-3.555560176543316,-1.3098396387174287
49,-1.132542176961273,-1.0447602085713645
50,-1.1382827664715016,-2.594935136098221
51,-3.8010304400914183,1.7912102165080013
52,-6.361246257692815,-2.341949049026714
53,-6.3839482531987235,-2.269495435675693
54,-4.567747073535558,4.296150415244602
55,0.5969126155802705,0.5085345580901438
56,-3.620396515057331,2.272459278871043
57,-3.563202947162933,-1.311914633615949
58,-1.1550504634763423,-1.0317605268864958
59,-1.158301211501243,-2.5653671773836497
60,-3.7825155065496365,1.7747941918524612
61,-6.383951832611768,-2.2965746793532915
62,-6.3711013975064485,-2.337334449441126
63,-4.546821332027467,4.2524289342857085
64,0.5639534442188554,0.4917766263144913
65,-3.6168051666754644,2.255730217476598
66,-3.5736015668722705,-1.3151257928944515
67,-1.177313045796898,-1.019003720258706
68,-1.178091644105283,-2.5362067269997084
69,-3.764340551638427,1.758518680938594
70,-6.372310506193698,-2.3601039858892245
71,-6.371868320133078,-2.36149805758183
72,-4.526150964493947,4.20897367554854
73,0.5311903475077562,0.47520917903411475
74,-3.613228118039474,2.2390565138797656
75,-3.581764837469408,-1.3175704967179145
76,-1.199343537163152,-1.006500664556148
77,-1.1976629638705916,-2.507461102084894
78,-3.7464309504630986,1.7422648808440702
79,-6.4244066561044475,-2.232940992279079
80,-6.395936916830914,-2.3221472118275166
81,-4.505908680049138,4.166057444462058
82,0.4985248582595906,0.45894447657414783
83,-3.6096612086779905,2.222448658473142
84,-3.5938777961301667,-1.3210060789638356
85,-1.221143052181583,-0.994203205761272
86,-1.2170198501911036,-2.479082005823398
87,-3.7289093449571276,1.7262285223386014
88,-6.419239987009159,-2.2779412449061707
89,-6.39910216198968,-2.340663930245938
90,-4.485940467646617,4.123425237815664
91,0.46603604371738994,0.44293263139698497
92,-3.606118292234117,2.205909283334639
93,-3.605663357420733,-1.3243023533135054
94,-1.2427256273999336,-0.9821504639590303
95,-1.2361700011068986,-2.4511045833684153
96,-3.711686009201928,1.710262918372698
97,-6.4227721901694785,-2.3087199887804974
98,-6.405918610895583,-2.3609092953920756
99,-4.466259135351838,4.081099320923604
100,0.4337508526055233,0.42707543569196954
101,-3.602597320947276,2.1894266031906566
102,-3.617374167254557,-1.3277044583601414
103,-1.264093955521053,-0.9703346164869721
104,-1.2551166343125382,-2.423519655948243
105,-3.69475157489804,1.6943606705335637
106,-6.437461239245608,-2.3036673940566725
107,-6.418740116676928,-2.361310330797423
108,-4.4468950658463315,4.039126946657718
109,0.401663949165478,0.4112446367361668
110,-3.5990955091707204,2.172978572117724
111,-3.6276791794663867,-1.3308557430245713
112,-1.285252280655064,-0.9587448166136754
113,-1.2738640072138776,-2.3963147947921257
114,-3.6780511347427756,1.6784437604733198
115,-6.461782814727196,-2.2690819654119805
116,-6.466160205706118,-2.2556800686263343
117,-4.427877871936642,3.9975674250113253
118,0.36977012427423844,0.39570405441584805
119,-3.595616129112807,2.1566088018249983
120,-3.6342158230296207,-1.3322875383934405
121,-1.30619935720861,-0.947365813960996
122,-1.29241298269935,-2.3694740275087374
123,-3.6616690364309945,1.662651455243022
124,-6.445188880609489,-2.3549418311671406
125,-6.432866988508101,-2.3924539907909117
126,-4.409049558068345,3.956216675103524
127,0.3381021658756967,0.3802089519182958
128,-3.592142750101659,2.140277953652272
129,-3.6420096419392394,-1.3346035701353434
130,-1.3269176421506852,-0.9362205544816995
131,-1.310752296127439,-2.343021500721135
132,-3.64548633809224,1.6468293686238098
133,-6.473068554613467,-2.292069087441467
134,-6.4666083515760455,-2.3116328700137796
135,-4.390560228149544,3.915294798311793
136,0.306512089990693,0.3649873237875177
137,-3.588683941142242,2.1240137912325534
